areaCode,areaName,areaType,date,cumDailyNoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2020-07-10,,1746.0,521.0
E92000001,England,nation,2020-07-09,,1801.0,683.0
E92000001,England,nation,2020-07-08,,1888.0,672.0
E92000001,England,nation,2020-07-07,,2010.0,559.0
E92000001,England,nation,2020-07-06,,2099.0,653.0
E92000001,England,nation,2020-07-05,,2100.0,540.0
E92000001,England,nation,2020-07-04,,2152.0,388.0
E92000001,England,nation,2020-07-03,,2294.0,541.0
E92000001,England,nation,2020-07-02,,2410.0,564.0
E92000001,England,nation,2020-07-01,,2509.0,616.0
E92000001,England,nation,2020-06-30,,2665.0,572.0
E92000001,England,nation,2020-06-29,,3024.0,667.0
E92000001,England,nation,2020-06-28,,2818.0,410.0
E92000001,England,nation,2020-06-27,,2819.0,504.0
E92000001,England,nation,2020-06-26,,2859.0,640.0
E92000001,England,nation,2020-06-25,,3066.0,637.0
E92000001,England,nation,2020-06-24,,3223.0,726.0
E92000001,England,nation,2020-06-23,,3288.0,729.0
E92000001,England,nation,2020-06-22,,3417.0,814.0
E92000001,England,nation,2020-06-21,,3373.0,549.0
E92000001,England,nation,2020-06-20,,3423.0,628.0
E92000001,England,nation,2020-06-19,,3575.0,821.0
E92000001,England,nation,2020-06-18,,3681.0,943.0
E92000001,England,nation,2020-06-17,,3826.0,910.0
E92000001,England,nation,2020-06-16,,3934.0,993.0
E92000001,England,nation,2020-06-15,,3920.0,936.0
E92000001,England,nation,2020-06-14,,3973.0,744.0
E92000001,England,nation,2020-06-13,,4000.0,788.0
E92000001,England,nation,2020-06-12,,4136.0,942.0
E92000001,England,nation,2020-06-11,,4179.0,911.0
E92000001,England,nation,2020-06-10,,4447.0,1078.0
E92000001,England,nation,2020-06-09,,4665.0,1054.0
E92000001,England,nation,2020-06-08,,4830.0,989.0
E92000001,England,nation,2020-06-07,,4820.0,666.0
E92000001,England,nation,2020-06-06,,5004.0,727.0
E92000001,England,nation,2020-06-05,,5213.0,1022.0
E92000001,England,nation,2020-06-04,,5398.0,1145.0
E92000001,England,nation,2020-06-03,,5600.0,1238.0
E92000001,England,nation,2020-06-02,,5827.0,1348.0
E92000001,England,nation,2020-06-01,,5954.0,1312.0
E92000001,England,nation,2020-05-31,,5933.0,988.0
E92000001,England,nation,2020-05-30,,5972.0,996.0
E92000001,England,nation,2020-05-29,,6250.0,1371.0
E92000001,England,nation,2020-05-28,,6528.0,1572.0
E92000001,England,nation,2020-05-27,,6836.0,1609.0
E92000001,England,nation,2020-05-26,,7305.0,1451.0
E92000001,England,nation,2020-05-25,,7448.0,1376.0
E92000001,England,nation,2020-05-24,,7415.0,1200.0
E92000001,England,nation,2020-05-23,,7428.0,1301.0
E92000001,England,nation,2020-05-22,,7761.0,1792.0
E92000001,England,nation,2020-05-21,,7903.0,2266.0
E92000001,England,nation,2020-05-20,,8115.0,2342.0
E92000001,England,nation,2020-05-19,,8518.0,2581.0
E92000001,England,nation,2020-05-18,,8668.0,2207.0
E92000001,England,nation,2020-05-17,,8611.0,1588.0
E92000001,England,nation,2020-05-16,,8643.0,1768.0
E92000001,England,nation,2020-05-15,,9079.0,2129.0
E92000001,England,nation,2020-05-14,,9231.0,2208.0
E92000001,England,nation,2020-05-13,,9602.0,2884.0
E92000001,England,nation,2020-05-12,,9791.0,2918.0
E92000001,England,nation,2020-05-11,,10109.0,3056.0
E92000001,England,nation,2020-05-10,,9893.0,2001.0
E92000001,England,nation,2020-05-09,,10176.0,1793.0
E92000001,England,nation,2020-05-08,,10249.0,2619.0
E92000001,England,nation,2020-05-07,,10726.0,3203.0
E92000001,England,nation,2020-05-06,,11227.0,3259.0
E92000001,England,nation,2020-05-05,,11754.0,3135.0
E92000001,England,nation,2020-05-04,,12020.0,2842.0
E92000001,England,nation,2020-05-03,,12119.0,2632.0
E92000001,England,nation,2020-05-02,,12314.0,2742.0
E92000001,England,nation,2020-05-01,,12623.0,4084.0
E92000001,England,nation,2020-04-30,,12922.0,4304.0
E92000001,England,nation,2020-04-29,,13224.0,4724.0
E92000001,England,nation,2020-04-28,,13565.0,4105.0
E92000001,England,nation,2020-04-27,,14255.0,4022.0
E92000001,England,nation,2020-04-26,,14174.0,3133.0
E92000001,England,nation,2020-04-25,,14202.0,3369.0
E92000001,England,nation,2020-04-24,,14642.0,4345.0
E92000001,England,nation,2020-04-23,,15402.0,4556.0
E92000001,England,nation,2020-04-22,,16018.0,4796.0
E92000001,England,nation,2020-04-21,,16517.0,3976.0
E92000001,England,nation,2020-04-20,,16654.0,3671.0
E92000001,England,nation,2020-04-19,,16928.0,3468.0
E92000001,England,nation,2020-04-18,,16850.0,4102.0
E92000001,England,nation,2020-04-17,,16728.0,4060.0
E92000001,England,nation,2020-04-16,,17783.0,4344.0
E92000001,England,nation,2020-04-15,,17934.0,4215.0
E92000001,England,nation,2020-04-14,,18552.0,3538.0
E92000001,England,nation,2020-04-13,,18621.0,3427.0
E92000001,England,nation,2020-04-12,,18974.0,2937.0
E92000001,England,nation,2020-04-11,,18604.0,3058.0
E92000001,England,nation,2020-04-10,,18669.0,3579.0
E92000001,England,nation,2020-04-09,,18423.0,4053.0
E92000001,England,nation,2020-04-08,,18152.0,4285.0
E92000001,England,nation,2020-04-07,,17814.0,4563.0
E92000001,England,nation,2020-04-06,,17154.0,4366.0
E92000001,England,nation,2020-04-05,,16657.0,3074.0
E92000001,England,nation,2020-04-04,,15469.0,3376.0
E92000001,England,nation,2020-04-03,,13635.0,4079.0
E92000001,England,nation,2020-04-02,,12135.0,4062.0
E92000001,England,nation,2020-04-01,,12059.0,4117.0
E92000001,England,nation,2020-03-31,,11154.0,3780.0
E92000001,England,nation,2020-03-30,,9852.0,3514.0
E92000001,England,nation,2020-03-29,,8424.0,2435.0
E92000001,England,nation,2020-03-28,,7269.0,2368.0
E92000001,England,nation,2020-03-27,,6462.0,2649.0
E92000001,England,nation,2020-03-26,,5226.0,2604.0
E92000001,England,nation,2020-03-25,,4402.0,2258.0
E92000001,England,nation,2020-03-24,,3598.0,2026.0
E92000001,England,nation,2020-03-23,,3183.0,2010.0
E92000001,England,nation,2020-03-22,,2670.0,1206.0
E92000001,England,nation,2020-03-21,,2152.0,1027.0
E92000001,England,nation,2020-03-20,,1580.0,1084.0
E92000001,England,nation,2020-03-19,,,927.0
E92000001,England,nation,2020-03-18,,,908.0
E92000001,England,nation,2020-03-17,,,680.0
E92000001,England,nation,2020-03-16,,,543.0
E92000001,England,nation,2020-03-15,,,396.0
E92000001,England,nation,2020-03-14,,,315.0
E92000001,England,nation,2020-03-13,,,392.0
E92000001,England,nation,2020-03-12,,,415.0
E92000001,England,nation,2020-03-11,,,351.0
E92000001,England,nation,2020-03-10,,,228.0
E92000001,England,nation,2020-03-09,,,125.0
E92000001,England,nation,2020-03-08,,,50.0
E92000001,England,nation,2020-03-07,,,55.0
E92000001,England,nation,2020-03-06,,,73.0
E92000001,England,nation,2020-03-05,,,46.0
E92000001,England,nation,2020-03-04,,,49.0
E92000001,England,nation,2020-03-03,,,54.0
E92000001,England,nation,2020-03-02,,,38.0
E92000001,England,nation,2020-03-01,,,20.0
E92000001,England,nation,2020-02-29,,,5.0
E92000001,England,nation,2020-02-28,,,11.0
E92000001,England,nation,2020-02-27,,,7.0
E92000001,England,nation,2020-02-26,,,4.0
E92000001,England,nation,2020-02-25,,,5.0
E92000001,England,nation,2020-02-24,,,2.0
E92000001,England,nation,2020-02-23,,,1.0
E92000001,England,nation,2020-02-22,,,0.0
E92000001,England,nation,2020-02-21,,,1.0
E92000001,England,nation,2020-02-20,,,0.0
E92000001,England,nation,2020-02-19,,,0.0
E92000001,England,nation,2020-02-18,,,0.0
E92000001,England,nation,2020-02-17,,,0.0
E92000001,England,nation,2020-02-16,,,0.0
E92000001,England,nation,2020-02-15,,,0.0
E92000001,England,nation,2020-02-14,,,0.0
E92000001,England,nation,2020-02-13,,,0.0
E92000001,England,nation,2020-02-12,,,0.0
E92000001,England,nation,2020-02-11,,,1.0
E92000001,England,nation,2020-02-10,,,0.0
E92000001,England,nation,2020-02-09,,,1.0
E92000001,England,nation,2020-02-08,,,4.0
E92000001,England,nation,2020-02-07,,,0.0
E92000001,England,nation,2020-02-06,,,0.0
E92000001,England,nation,2020-02-05,,,1.0
E92000001,England,nation,2020-02-04,,,0.0
E92000001,England,nation,2020-02-03,,,0.0
E92000001,England,nation,2020-02-02,,,0.0
E92000001,England,nation,2020-02-01,,,0.0
E92000001,England,nation,2020-01-31,,,0.0
E92000001,England,nation,2020-01-30,,,2.0
